BiotoPi Daemon Logfile
2018-01-28 09:30:13 null Running...
2018-01-28 09:30:14 null Running...
2018-01-28 09:30:14 null Running...
2018-01-28 09:30:14 null Running...
2018-01-28 09:30:15 null Running...
2018-01-28 09:30:15 null Running...
2018-01-28 09:30:15 null Running...
2018-01-28 09:30:16 null Running...
2018-01-28 09:30:16 null Running...
2018-01-28 09:30:16 null Running...
2018-01-28 09:30:17 null Running...
2018-01-28 09:30:17 null Running...
2018-01-28 09:30:17 null Running...
2018-01-28 09:30:18 null Running...
2018-01-28 09:30:18 null Running...
2018-01-28 09:30:18 null Running...
2018-01-28 09:30:19 null Running...
2018-01-28 09:30:19 null Running...
2018-01-28 09:30:19 null Running...
2018-01-28 09:30:20 null Running...
2018-01-28 09:30:20 null Running...
2018-01-28 09:30:21 null Running...
2018-01-28 09:30:21 null Running...
2018-01-28 09:30:21 null Running...
2018-01-28 09:30:22 null Running...
2018-01-28 09:30:22 null Running...
2018-01-28 09:30:22 null Running...
2018-01-28 09:30:23 null Running...
2018-01-28 09:30:23 null Running...
2018-01-28 09:30:23 null Running...
2018-01-28 09:30:24 null Running...
2018-01-28 09:30:24 null Running...
2018-01-28 09:30:24 null Running...
2018-01-28 09:30:25 null Running...
2018-01-28 09:30:25 null Running...
2018-01-28 09:30:25 null Running...
2018-01-28 09:30:26 null Running...
2018-01-28 09:30:26 null Running...
2018-01-28 09:30:26 null Running...
2018-01-28 09:30:27 null Running...
2018-01-28 09:30:27 null Running...
2018-01-28 09:30:27 null Running...
2018-01-28 09:30:28 null Running...
2018-01-28 09:30:28 null Running...
2018-01-28 09:30:28 null Running...
2018-01-28 09:30:29 null Running...
2018-01-28 09:30:29 null Running...
2018-01-28 09:30:29 null Running...
2018-01-28 09:30:30 null Running...
2018-01-28 09:30:30 null Running...
2018-01-28 09:30:30 null Running...
2018-01-28 09:32:46 Starting BiotoPi Daemon
2018-01-28 09:32:46 null Running...
2018-01-28 09:32:47 null Running...
2018-01-28 09:32:48 null Running...
2018-01-28 09:32:49 null Running...
2018-01-28 09:32:50 null Running...
2018-01-28 09:32:51 null Running...
2018-01-28 09:32:52 null Running...
2018-01-28 09:32:53 null Running...
2018-01-28 09:32:54 null Running...
2018-01-28 09:32:55 null Running...
2018-01-28 09:32:56 null Running...
2018-01-28 09:32:57 null Running...
2018-01-28 09:32:58 null Running...
2018-01-28 09:32:59 null Running...
2018-01-28 09:33:00 null Running...
2018-01-28 09:33:01 null Running...
2018-01-28 09:33:02 null Running...
2018-01-28 09:33:03 null Running...
2018-01-28 09:33:04 null Running...
2018-01-28 09:33:05 null Running...
2018-01-28 09:33:06 null Running...
2018-01-28 09:33:07 null Running...
2018-01-28 09:33:08 null Running...
2018-01-28 09:33:09 null Running...
2018-01-28 09:33:10 null Running...
2018-01-28 09:33:11 null Running...
2018-01-28 09:33:12 null Running...
2018-01-28 09:33:13 null Running...
2018-01-28 09:33:14 null Running...
2018-01-28 09:33:15 null Running...
2018-01-28 09:33:16 null Running...
2018-01-28 09:33:17 null Running...
2018-01-28 09:33:18 null Running...
2018-01-28 09:33:19 null Running...
2018-01-28 09:33:20 null Running...
2018-01-28 09:33:21 null Running...
2018-01-28 09:33:22 null Running...
2018-01-28 09:33:23 null Running...
2018-01-28 09:33:24 null Running...
2018-01-28 09:33:25 null Running...
2018-01-28 09:33:26 null Running...
2018-01-28 09:33:27 null Running...
2018-01-28 09:33:28 null Running...
2018-01-28 09:33:29 null Running...
2018-01-28 09:33:30 null Running...
2018-01-28 09:33:31 null Running...
2018-01-28 09:33:32 null Running...
2018-01-28 09:33:33 null Running...
2018-01-28 09:33:34 null Running...
2018-01-28 09:33:35 null Running...
2018-01-28 09:33:36 null Running...
2018-01-28 09:33:37 null Running...
2018-01-28 09:33:38 null Running...
2018-01-28 09:33:39 null Running...
2018-01-28 09:33:40 null Running...
2018-01-28 09:33:41 null Running...
2018-01-28 09:33:42 null Running...
2018-01-28 09:33:43 null Running...
2018-01-28 09:33:44 null Running...
2018-01-28 09:33:45 null Running...
2018-01-28 09:33:46 null Running...
2018-01-28 09:33:47 null Running...
2018-01-28 09:33:48 null Running...
2018-01-28 09:33:49 null Running...
2018-01-28 09:33:50 null Running...
2018-01-28 09:33:51 null Running...
2018-01-28 09:33:52 null Running...
2018-01-28 09:33:53 null Running...
2018-01-28 09:33:54 null Running...
2018-01-28 09:33:55 null Running...
2018-01-28 09:33:56 null Running...
2018-01-28 09:33:57 null Running...
2018-01-28 09:33:58 null Running...
2018-01-28 09:33:59 null Running...
2018-01-28 09:34:00 null Running...
2018-01-28 09:34:01 null Running...
2018-01-28 09:34:02 null Running...
2018-01-28 09:34:03 null Running...
2018-01-28 09:34:04 null Running...
2018-01-28 09:34:05 null Running...
2018-01-28 09:34:06 null Running...
2018-01-28 09:34:07 null Running...
2018-01-28 09:34:08 null Running...
2018-01-28 09:34:09 null Running...
2018-01-28 09:34:10 null Running...
2018-01-28 09:34:11 null Running...
2018-01-28 09:34:12 null Running...
2018-01-28 09:34:13 null Running...
2018-01-28 09:34:14 null Running...
2018-01-28 09:34:15 null Running...
2018-01-28 09:34:16 null Running...
2018-01-28 09:34:17 null Running...
2018-01-28 09:34:18 null Running...
2018-01-28 09:34:19 null Running...
2018-01-28 09:34:20 null Running...
2018-01-28 09:34:21 null Running...
2018-01-28 09:34:22 null Running...
2018-01-28 09:34:23 null Running...
2018-01-28 09:34:24 null Running...
2018-01-28 09:34:25 null Running...
2018-01-28 09:34:26 null Running...
2018-01-28 09:34:27 null Running...
2018-01-28 09:34:28 null Running...
2018-01-28 09:34:29 null Running...
2018-01-28 09:34:30 null Running...
2018-01-28 09:34:31 null Running...
2018-01-28 09:34:32 null Running...
2018-01-28 09:34:33 null Running...
2018-01-28 09:34:34 null Running...
2018-01-28 09:34:35 null Running...
2018-01-28 09:34:36 null Running...
2018-01-28 09:34:37 null Running...
2018-01-28 09:34:38 null Running...
2018-01-28 09:34:39 null Running...
2018-01-28 09:34:40 null Running...
2018-01-28 09:34:41 null Running...
2018-01-28 09:34:42 null Running...
2018-01-28 09:34:43 null Running...
2018-01-28 09:34:44 null Running...
2018-01-28 09:34:45 null Running...
2018-01-28 09:34:46 null Running...
2018-01-28 09:34:47 null Running...
2018-01-28 09:34:48 null Running...
2018-01-28 09:34:49 null Running...
2018-01-28 09:34:50 null Running...
2018-01-28 09:34:51 null Running...
2018-01-28 09:34:52 null Running...
2018-01-28 09:34:53 null Running...
2018-01-28 09:34:54 null Running...
2018-01-28 09:34:55 null Running...
2018-01-28 09:34:56 null Running...
2018-01-28 09:34:57 null Running...
2018-01-28 09:34:58 null Running...
2018-01-28 09:34:59 null Running...
2018-01-28 09:35:00 null Running...
2018-01-28 09:35:01 null Running...
2018-01-28 09:35:02 null Running...
2018-01-28 09:35:03 null Running...
2018-01-28 09:35:04 null Running...
2018-01-28 09:35:05 null Running...
2018-01-28 09:35:06 null Running...
2018-01-28 09:35:07 null Running...
2018-01-28 09:35:08 null Running...
2018-01-28 09:35:09 null Running...
2018-01-28 09:35:10 null Running...
2018-01-28 09:35:11 null Running...
2018-01-28 09:35:12 null Running...
2018-01-28 09:35:13 null Running...
2018-01-28 09:35:14 null Running...
2018-01-28 09:35:15 null Running...
2018-01-28 09:35:16 null Running...
2018-01-28 09:35:17 null Running...
2018-01-28 09:35:18 null Running...
2018-01-28 09:35:19 null Running...
2018-01-28 09:35:20 null Running...
2018-01-28 09:35:21 null Running...
2018-01-28 09:35:22 null Running...
2018-01-28 09:35:23 null Running...
2018-01-28 09:35:24 null Running...
2018-01-28 09:35:25 null Running...
2018-01-28 09:35:26 null Running...
2018-01-28 09:35:27 null Running...
2018-01-28 09:35:28 null Running...
2018-01-28 09:35:29 null Running...
2018-01-28 09:35:30 null Running...
2018-01-28 09:35:31 null Running...
2018-01-28 09:35:32 null Running...
2018-01-28 09:35:33 null Running...
2018-01-28 09:35:34 null Running...
2018-01-28 09:35:35 null Running...
2018-01-28 09:35:36 null Running...
2018-01-28 09:35:37 null Running...
2018-01-28 09:35:38 null Running...
2018-01-28 09:35:39 null Running...
2018-01-28 09:35:40 null Running...
2018-01-28 09:35:41 null Running...
2018-01-28 09:35:42 null Running...
2018-01-28 09:35:43 null Running...
2018-01-28 09:35:44 null Running...
2018-01-28 09:35:45 null Running...
2018-01-28 09:35:46 null Running...
2018-01-28 09:35:47 null Running...
2018-01-28 09:35:48 null Running...
2018-01-28 09:35:49 null Running...
2018-01-28 09:35:50 null Running...
2018-01-28 09:35:51 null Running...
2018-01-28 09:35:52 null Running...
2018-01-28 09:35:53 null Running...
2018-01-28 09:35:54 null Running...
2018-01-28 09:35:55 null Running...
2018-01-28 09:35:56 null Running...
2018-01-28 09:35:57 null Running...
2018-01-28 09:35:58 null Running...
2018-01-28 09:35:59 null Running...
2018-01-28 09:36:00 null Running...
2018-01-28 09:36:01 null Running...
2018-01-28 09:36:02 null Running...
2018-01-28 09:36:03 null Running...
2018-01-28 09:36:04 null Running...
2018-01-28 09:36:05 null Running...
2018-01-28 09:36:06 null Running...
2018-01-28 09:36:07 null Running...
2018-01-28 09:36:08 null Running...
2018-01-28 09:36:09 null Running...
2018-01-28 09:36:10 null Running...
2018-01-28 09:36:11 null Running...
2018-01-28 09:36:12 null Running...
2018-01-28 09:36:13 null Running...
2018-01-28 09:38:22 Starting BiotoPi Daemon
2018-01-28 09:38:22 null Running...
2018-01-28 09:38:23 null Running...
2018-01-28 09:38:24 null Running...
2018-01-28 09:38:25 null Running...
2018-01-28 09:38:26 null Running...
2018-01-28 09:38:27 null Running...
2018-01-28 09:38:28 null Running...
2018-01-28 09:38:29 null Running...
2018-01-28 09:38:30 null Running...
2018-01-28 09:38:31 null Running...
2018-01-28 09:38:32 null Running...
2018-01-28 09:38:33 null Running...
2018-01-28 09:38:34 Shutdown BiotoPi Daemon
2018-01-28 09:39:01 Starting BiotoPi Daemon
2018-01-28 09:39:02 null Running...
2018-01-28 09:39:03 null Running...
2018-01-28 09:39:04 null Running...
2018-01-28 09:39:05 null Running...
2018-01-28 09:39:06 null Running...
2018-01-28 09:39:07 null Running...
2018-01-28 09:39:08 null Running...
2018-01-28 09:39:09 null Running...
2018-01-28 09:39:10 null Running...
2018-01-28 09:39:11 null Running...
2018-01-28 09:39:12 null Running...
2018-01-28 09:39:13 null Running...
2018-01-28 09:39:14 null Running...
2018-01-28 09:39:15 null Running...
2018-01-28 09:39:16 null Running...
2018-01-28 09:39:17 null Running...
2018-01-28 09:39:18 null Running...
2018-01-28 09:39:19 null Running...
2018-01-28 09:39:19 Shutdown BiotoPi Daemon
2018-01-28 09:39:58 Starting BiotoPi Daemon
2018-01-28 09:39:59 null Running...
2018-01-28 09:40:00 null Running...
2018-01-28 09:40:01 null Running...
2018-01-28 09:40:02 null Running...
2018-01-28 09:40:03 null Running...
2018-01-28 09:40:04 null Running...
2018-01-28 09:40:05 null Running...
2018-01-28 09:40:06 null Running...
2018-01-28 09:40:07 null Running...
2018-01-28 09:40:08 null Running...
2018-01-28 09:40:09 null Running...
2018-01-28 09:40:09 Shutdown BiotoPi Daemon
2018-01-28 09:40:43 Starting BiotoPi Daemon
2018-01-28 09:42:24 Starting BiotoPi Daemon
2018-01-28 09:43:05 Starting BiotoPi Daemon
2018-01-28 09:45:11 null Running...
2018-01-28 09:45:10 Starting BiotoPi Daemon
2018-01-28 09:45:12 null Running...
2018-01-28 09:45:13 null Running...
2018-01-28 09:45:14 null Running...
2018-01-28 09:45:15 null Running...
2018-01-28 09:45:16 null Running...
2018-01-28 09:45:17 null Running...
2018-01-28 09:45:18 null Running...
2018-01-28 09:45:18 Shutdown BiotoPi Daemon
2018-01-28 09:45:46 Array Running...
2018-01-28 09:45:45 Starting BiotoPi Daemon
2018-01-28 09:45:47 Array Running...
2018-01-28 09:45:48 Array Running...
2018-01-28 09:45:49 Array Running...
2018-01-28 09:45:50 Array Running...
2018-01-28 09:45:51 Array Running...
2018-01-28 09:45:52 Array Running...
2018-01-28 09:45:53 Array Running...
2018-01-28 09:45:54 Shutdown BiotoPi Daemon
2018-01-28 09:46:15  Running...
2018-01-28 09:46:14 Starting BiotoPi Daemon
2018-01-28 09:46:16  Running...
2018-01-28 09:46:17  Running...
2018-01-28 09:46:18  Running...
2018-01-28 09:46:19  Running...
2018-01-28 09:46:20  Running...
2018-01-28 09:46:21  Running...
2018-01-28 09:46:22 Shutdown BiotoPi Daemon
2018-01-28 09:47:53  Running...
2018-01-28 09:47:53 Starting BiotoPi Daemon
2018-01-28 09:47:54  Running...
2018-01-28 09:47:55  Running...
2018-01-28 09:47:56  Running...
2018-01-28 09:47:57  Running...
2018-01-28 09:47:58  Running...
2018-01-28 09:47:59 Array Running...
2018-01-28 09:48:01 Array Running...
2018-01-28 09:48:02 Array Running...
2018-01-28 09:48:03 Array Running...
2018-01-28 09:48:04 Array Running...
2018-01-28 09:48:05 Array Running...
2018-01-28 09:48:06 Array Running...
2018-01-28 09:48:07 Array Running...
2018-01-28 09:48:08 Array Running...
2018-01-28 09:48:09 Array Running...
2018-01-28 09:48:10 Array Running...
2018-01-28 09:48:11 Array Running...
2018-01-28 09:48:12 Array Running...
2018-01-28 09:48:13 Array Running...
2018-01-28 09:48:14 Array Running...
2018-01-28 09:48:15 Array Running...
2018-01-28 09:48:16 Array Running...
2018-01-28 09:48:17 Array Running...
2018-01-28 09:48:18 Array Running...
2018-01-28 09:48:20 Array Running...
2018-01-28 09:48:21 Array Running...
2018-01-28 09:48:22 Array Running...
2018-01-28 09:48:23 Array Running...
2018-01-28 09:48:24 Array Running...
2018-01-28 09:48:25 Array Running...
2018-01-28 09:48:26 Array Running...
2018-01-28 09:48:27 Array Running...
2018-01-28 09:48:28 Array Running...
2018-01-28 09:48:29 Array Running...
2018-01-28 09:48:30 Array Running...
2018-01-28 09:48:31 Array Running...
2018-01-28 09:48:32 Array Running...
2018-01-28 09:48:33 Array Running...
2018-01-28 09:48:34 Array Running...
2018-01-28 09:48:35 Array Running...
2018-01-28 09:48:36 Array Running...
2018-01-28 09:48:37 Shutdown BiotoPi Daemon
2018-01-28 09:48:40 test_daemon Running...
2018-01-28 09:48:40 Starting BiotoPi Daemon
2018-01-28 09:48:41 test_daemon Running...
2018-01-28 09:48:43 test_daemon Running...
2018-01-28 09:48:44 test_daemon Running...
2018-01-28 09:48:45 test_daemon Running...
2018-01-28 09:48:46 test_daemon Running...
2018-01-28 09:48:47 test_daemon Running...
2018-01-28 09:48:48 test_daemon Running...
2018-01-28 09:48:49 test_daemon Running...
2018-01-28 09:48:50 test_daemon Running...
2018-01-28 09:48:51 test_daemon Running...
2018-01-28 09:48:52 test_daemon Running...
2018-01-28 09:48:53 test_daemon Running...
2018-01-28 09:48:54 test_daemon Running...
2018-01-28 09:48:55 test_daemon Running...
2018-01-28 09:48:56 test_daemon Running...
2018-01-28 09:48:57 test_daemon Running...
2018-01-28 09:48:58 test_daemon Running...
2018-01-28 09:48:59 test_daemon Running...
2018-01-28 09:49:00  Running...
2018-01-28 09:49:02  Running...
2018-01-28 09:49:03  Running...
2018-01-28 09:49:04  Running...
2018-01-28 09:49:05  Running...
2018-01-28 09:49:06  Running...
2018-01-28 09:49:07  Running...
2018-01-28 09:49:08  Running...
2018-01-28 09:49:09  Running...
2018-01-28 09:49:09 Shutdown BiotoPi Daemon
2018-01-28 09:51:30  Running...
2018-01-28 09:51:29 Starting BiotoPi Daemon
2018-01-28 09:51:31  Running...
2018-01-28 09:51:32  Running...
2018-01-28 09:51:33  Running...
2018-01-28 09:51:34  Running...
2018-01-28 09:51:35  Running...
2018-01-28 09:51:36  Running...
2018-01-28 09:51:37  Running...
2018-01-28 09:51:38  Running...
2018-01-28 09:51:39  Running...
2018-01-28 09:51:40  Running...
2018-01-28 09:51:42  Running...
2018-01-28 09:51:43  Running...
2018-01-28 09:51:44  Running...
2018-01-28 09:51:45  Running...
2018-01-28 09:51:46  Running...
2018-01-28 09:51:47  Running...
2018-01-28 09:51:48  Running...
2018-01-28 09:51:49  Running...
2018-01-28 09:51:50  Running...
2018-01-28 09:51:51  Running...
2018-01-28 09:51:52  Running...
2018-01-28 09:51:53  Running...
2018-01-28 09:51:54  Running...
2018-01-28 09:51:55  Running...
2018-01-28 09:51:56  Running...
2018-01-28 09:51:57  Running...
2018-01-28 09:51:58  Running...
2018-01-28 09:52:00  Running...
2018-01-28 09:52:01  Running...
2018-01-28 09:52:02  Running...
2018-01-28 09:52:03  Running...
2018-01-28 09:52:04  Running...
2018-01-28 09:52:05  Running...
2018-01-28 09:52:06  Running...
2018-01-28 09:52:07  Running...
2018-01-28 09:52:08  Running...
2018-01-28 09:52:09  Running...
2018-01-28 09:52:10  Running...
2018-01-28 09:52:11  Running...
2018-01-28 09:52:12  Running...
2018-01-28 09:52:13  Running...
2018-01-28 09:52:14  Running...
2018-01-28 09:52:16  Running...
2018-01-28 09:52:17  Running...
2018-01-28 09:52:18  Running...
2018-01-28 09:52:19  Running...
2018-01-28 09:52:20  Running...
2018-01-28 09:52:21  Running...
2018-01-28 09:52:22  Running...
2018-01-28 09:52:23  Running...
2018-01-28 09:52:24  Running...
2018-01-28 09:52:25  Running...
2018-01-28 09:52:26  Running...
2018-01-28 09:52:27  Running...
2018-01-28 09:52:28  Running...
2018-01-28 09:52:29  Running...
2018-01-28 09:52:30  Running...
2018-01-28 09:52:31  Running...
2018-01-28 09:52:32  Running...
2018-01-28 09:52:34  Running...
2018-01-28 09:52:35  Running...
2018-01-28 09:52:36  Running...
2018-01-28 09:52:37  Running...
2018-01-28 09:52:38  Running...
2018-01-28 09:52:39  Running...
2018-01-28 09:52:40  Running...
2018-01-28 09:52:41  Running...
2018-01-28 09:52:42  Running...
2018-01-28 09:52:43  Running...
2018-01-28 09:52:44  Running...
2018-01-28 09:52:45  Running...
2018-01-28 09:52:46  Running...
2018-01-28 09:52:47  Running...
2018-01-28 09:52:48  Running...
2018-01-28 09:52:49  Running...
2018-01-28 09:52:50  Running...
2018-01-28 09:52:52  Running...
2018-01-28 09:52:53  Running...
2018-01-28 09:52:54  Running...
2018-01-28 09:52:55  Running...
2018-01-28 09:52:56  Running...
2018-01-28 09:52:57  Running...
2018-01-28 09:52:58  Running...
2018-01-28 09:52:59  Running...
2018-01-28 09:53:00 temp1_daemon_test Running...
2018-01-28 09:53:01 temp1_daemon_test Running...
2018-01-28 09:53:02 temp1_daemon_test Running...
2018-01-28 09:53:03 temp1_daemon_test Running...
2018-01-28 09:53:04 temp1_daemon_test Running...
2018-01-28 09:53:05 temp1_daemon_test Running...
2018-01-28 09:53:06 temp1_daemon_test Running...
2018-01-28 09:53:07 temp1_daemon_test Running...
2018-01-28 09:53:08 temp1_daemon_test Running...
2018-01-28 09:53:10 temp1_daemon_test Running...
2018-01-28 09:53:11  Running...
2018-01-28 09:53:12  Running...
2018-01-28 09:53:13  Running...
2018-01-28 09:53:14  Running...
2018-01-28 09:53:15  Running...
2018-01-28 09:53:16  Running...
2018-01-28 09:53:17  Running...
2018-01-28 09:53:18  Running...
2018-01-28 09:53:19  Running...
2018-01-28 09:53:20  Running...
2018-01-28 09:53:21  Running...
2018-01-28 09:53:22  Running...
2018-01-28 09:53:23  Running...
2018-01-28 09:53:24  Running...
2018-01-28 09:53:25  Running...
2018-01-28 09:53:27  Running...
2018-01-28 09:53:28  Running...
2018-01-28 09:53:29  Running...
2018-01-28 09:53:30  Running...
2018-01-28 09:53:31  Running...
2018-01-28 09:53:32  Running...
2018-01-28 09:53:33  Running...
2018-01-28 09:53:34  Running...
2018-01-28 09:53:35  Running...
2018-01-28 09:53:36  Running...
2018-01-28 09:53:37  Running...
2018-01-28 09:53:37 Shutdown BiotoPi Daemon
2018-01-28 16:13:06  Running...
2018-01-28 16:13:05 Starting BiotoPi Daemon
2018-01-28 16:13:07  Running...
2018-01-28 16:13:08  Running...
2018-01-28 16:13:09  Running...
2018-01-28 16:13:10  Running...
2018-01-28 16:13:11  Running...
2018-01-28 16:13:12  Running...
2018-01-28 16:13:14  Running...
2018-01-28 16:13:15  Running...
2018-01-28 16:13:16  Running...
2018-01-28 16:13:17  Running...
2018-01-28 16:13:18  Running...
2018-01-28 16:13:19  Running...
2018-01-28 16:13:20  Running...
2018-01-28 16:13:21  Running...
2018-01-28 16:13:22  Running...
2018-01-28 16:13:24  Running...
2018-01-28 16:13:25  Running...
2018-01-28 16:13:26  Running...
2018-01-28 16:13:27  Running...
2018-01-28 16:13:28  Running...
2018-01-28 16:13:29  Running...
2018-01-28 16:13:30  Running...
2018-01-28 16:13:31  Running...
2018-01-28 16:13:32  Running...
2018-01-28 16:13:34  Running...
2018-01-28 16:13:35  Running...
2018-01-28 16:13:36  Running...
2018-01-28 16:13:37  Running...
2018-01-28 16:13:38  Running...
2018-01-28 16:13:39  Running...
2018-01-28 16:13:40  Running...
2018-01-28 16:13:41  Running...
2018-01-28 16:13:42  Running...
2018-01-28 16:13:44  Running...
2018-01-28 16:13:45  Running...
2018-01-28 16:13:46  Running...
2018-01-28 16:13:47  Running...
2018-01-28 16:13:48  Running...
2018-01-28 16:13:49  Running...
2018-01-28 16:13:50  Running...
2018-01-28 16:13:51  Running...
2018-01-28 16:13:52  Running...
2018-01-28 16:13:53  Running...
2018-01-28 16:13:55  Running...
2018-01-28 16:13:56  Running...
2018-01-28 16:13:57  Running...
2018-01-28 16:13:58  Running...
2018-01-28 16:13:59  Running...
2018-01-28 16:14:00  Running...
2018-01-28 16:14:01  Running...
2018-01-28 16:14:02  Running...
2018-01-28 16:14:04  Running...
2018-01-28 16:14:05  Running...
2018-01-28 16:14:06  Running...
2018-01-28 16:14:07  Running...
2018-01-28 16:14:08  Running...
2018-01-28 16:14:09  Running...
2018-01-28 16:14:10  Running...
2018-01-28 16:14:11  Running...
2018-01-28 16:14:12  Running...
2018-01-28 16:14:14  Running...
2018-01-28 16:14:15  Running...
2018-01-28 16:14:16  Running...
2018-01-28 16:14:17  Running...
2018-01-28 16:14:18  Running...
2018-01-28 16:14:19  Running...
2018-01-28 16:14:20  Running...
2018-01-28 16:14:21  Running...
2018-01-28 16:14:22  Running...
2018-01-28 16:14:24  Running...
2018-01-28 16:14:25  Running...
2018-01-28 16:14:26  Running...
2018-01-28 16:14:27  Running...
2018-01-28 16:14:28  Running...
2018-01-28 16:14:29  Running...
2018-01-28 16:14:30  Running...
2018-01-28 16:14:31  Running...
2018-01-28 16:14:32  Running...
2018-01-28 16:14:33  Running...
2018-01-28 16:14:35  Running...
2018-01-28 16:14:36  Running...
2018-01-28 16:14:37  Running...
2018-01-28 16:14:38  Running...
2018-01-28 16:14:39  Running...
2018-01-28 16:14:40  Running...
2018-01-28 16:14:41  Running...
2018-01-28 16:14:42  Running...
2018-01-28 16:14:43  Running...
2018-01-28 16:14:45  Running...
2018-01-28 16:14:46  Running...
2018-01-28 16:14:47  Running...
2018-01-28 16:14:48  Running...
2018-01-28 16:14:49  Running...
2018-01-28 16:14:50  Running...
2018-01-28 16:14:51  Running...
2018-01-28 16:14:52  Running...
2018-01-28 16:14:53  Running...
2018-01-28 16:14:55  Running...
2018-01-28 16:14:56  Running...
2018-01-28 16:14:57  Running...
2018-01-28 16:14:58  Running...
2018-01-28 16:14:59  Running...
2018-01-28 16:15:00  Running...
2018-01-28 16:15:01  Running...
2018-01-28 16:15:02  Running...
2018-01-28 16:15:03  Running...
2018-01-28 16:15:05  Running...
2018-01-28 16:15:06  Running...
2018-01-28 16:15:07  Running...
2018-01-28 16:15:08  Running...
2018-01-28 16:15:09  Running...
2018-01-28 16:15:10  Running...
2018-01-28 16:15:11  Running...
2018-01-28 16:15:12  Running...
2018-01-28 16:15:13  Running...
2018-01-28 16:15:15  Running...
2018-01-28 16:15:16  Running...
2018-01-28 16:15:17  Running...
2018-01-28 16:15:18  Running...
2018-01-28 16:15:19  Running...
2018-01-28 16:15:20  Running...
2018-01-28 16:15:21  Running...
2018-01-28 16:15:22  Running...
2018-01-28 16:15:23  Running...
2018-01-28 16:15:24  Running...
2018-01-28 16:15:26  Running...
2018-01-28 16:15:27  Running...
2018-01-28 16:15:28  Running...
2018-01-28 16:15:29  Running...
2018-01-28 16:15:30  Running...
2018-01-28 16:15:31  Running...
2018-01-28 16:15:32  Running...
2018-01-28 16:15:33  Running...
2018-01-28 16:15:35  Running...
2018-01-28 16:15:36  Running...
2018-01-28 16:15:37  Running...
2018-01-28 16:15:38  Running...
2018-01-28 16:15:39  Running...
2018-01-28 16:15:40  Running...
2018-01-28 16:15:41  Running...
2018-01-28 16:15:42  Running...
2018-01-28 16:15:43  Running...
2018-01-28 16:15:44  Running...
2018-01-28 16:15:46  Running...
2018-01-28 16:15:47  Running...
2018-01-28 16:15:48  Running...
2018-01-28 16:15:49  Running...
2018-01-28 16:15:50  Running...
2018-01-28 16:15:51  Running...
2018-01-28 16:15:52  Running...
2018-01-28 16:15:53  Running...
2018-01-28 16:15:54  Running...
2018-01-28 16:15:56  Running...
2018-01-28 16:15:57  Running...
2018-01-28 16:15:58  Running...
2018-01-28 16:15:59  Running...
2018-01-28 16:16:00  Running...
2018-01-28 16:16:01  Running...
2018-01-28 16:16:02  Running...
2018-01-28 16:16:03  Running...
2018-01-28 16:16:04  Running...
2018-01-28 16:16:06  Running...
2018-01-28 16:16:07  Running...
2018-01-28 16:16:08  Running...
2018-01-28 16:16:09  Running...
2018-01-28 16:16:10  Running...
2018-01-28 16:16:11  Running...
2018-01-28 16:16:12  Running...
2018-01-28 16:16:13  Running...
2018-01-28 16:16:14  Running...
2018-01-28 16:16:16  Running...
2018-01-28 16:16:17  Running...
2018-01-28 16:16:18  Running...
2018-01-28 16:16:19  Running...
2018-01-28 16:16:20  Running...
2018-01-28 16:16:21  Running...
2018-01-28 16:16:22  Running...
2018-01-28 16:16:23  Running...
2018-01-28 16:16:24  Running...
2018-01-28 16:16:26  Running...
2018-01-28 16:16:27  Running...
2018-01-28 16:16:28  Running...
2018-01-28 16:16:29  Running...
2018-01-28 16:16:30  Running...
2018-01-28 16:16:31  Running...
2018-01-28 16:16:32  Running...
2018-01-28 16:16:33  Running...
2018-01-28 16:16:34  Running...
2018-01-28 16:16:35  Running...
2018-01-28 16:16:37  Running...
2018-01-28 16:16:38  Running...
2018-01-28 16:16:39  Running...
2018-01-28 16:16:40  Running...
2018-01-28 16:16:41  Running...
2018-01-28 16:16:42  Running...
2018-01-28 16:16:43  Running...
2018-01-28 16:16:44  Running...
2018-01-28 16:16:46  Running...
2018-01-28 16:16:47  Running...
2018-01-28 16:16:48  Running...
2018-01-28 16:16:49  Running...
2018-01-28 16:16:50  Running...
2018-01-28 16:16:51  Running...
2018-01-28 16:16:52  Running...
2018-01-28 16:16:53  Running...
2018-01-28 16:16:54  Running...
2018-01-28 16:16:55  Running...
2018-01-28 16:16:57  Running...
2018-01-28 16:16:58  Running...
2018-01-28 16:16:59  Running...
2018-01-28 16:17:00  Running...
2018-01-28 16:17:01  Running...
2018-01-28 16:17:02  Running...
2018-01-28 16:17:03  Running...
2018-01-28 16:17:04  Running...
2018-01-28 16:17:05  Running...
2018-01-28 16:17:07  Running...
2018-01-28 16:17:08  Running...
2018-01-28 16:17:09  Running...
2018-01-28 16:17:10  Running...
2018-01-28 16:17:11  Running...
2018-01-28 16:17:12  Running...
2018-01-28 16:17:13  Running...
2018-01-28 16:17:14  Running...
2018-01-28 16:17:15  Running...
2018-01-28 16:17:17  Running...
2018-01-28 16:17:18  Running...
2018-01-28 16:17:19  Running...
2018-01-28 16:17:20  Running...
2018-01-28 16:17:21  Running...
2018-01-28 16:17:22  Running...
2018-01-28 16:17:23  Running...
2018-01-28 16:17:24  Running...
2018-01-28 16:17:25  Running...
2018-01-28 16:17:27  Running...
