BiotoPi Daemon Logfile
2018-01-28 17:58:58 start test_daemon -> from test Running...
2018-01-28 17:58:59 start test_daemon -> from test Running...
2018-01-28 17:59:00 start test_daemon -> from test Running...
2018-01-28 17:59:01 start test_daemon -> from test Running...
2018-01-28 17:59:02 start test_daemon -> from test Running...
2018-01-28 17:59:03 start test_daemon -> from test Running...
2018-01-28 17:59:04 start test_daemon -> from test Running...
2018-01-28 17:59:05 start test_daemon -> from test Running...
2018-01-28 17:59:07 start test_daemon -> from test Running...
2018-01-28 17:59:08 start test_daemon -> from test Running...
2018-01-28 17:59:09 start test_daemon -> from test Running...
2018-01-28 17:59:10 start test_daemon -> from test Running...
2018-01-28 17:59:10 Shutdown BiotoPi Daemon
2018-01-28 17:59:10 Starting BiotoPi Daemon
2018-01-28 17:59:12 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:14 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:15 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:16 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:17 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:18 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:19 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:20 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:21 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:22 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:24 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:25 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:26 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:27 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:28 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:29 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:30 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:31 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:32 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:34 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:35 start temp1_daemon_test -> from test Running...
2018-01-28 17:59:35 Shutdown BiotoPi Daemon
2018-01-28 17:59:35 Starting BiotoPi Daemon
2018-01-28 17:59:37  Running...
2018-01-28 17:59:38  Running...
2018-01-28 17:59:39  Running...
2018-01-28 17:59:41  Running...
2018-01-28 17:59:42  Running...
2018-01-28 17:59:43  Running...
2018-01-28 17:59:44  Running...
2018-01-28 17:59:45  Running...
2018-01-28 17:59:46  Running...
2018-01-28 17:59:47  Running...
2018-01-28 17:59:48  Running...
2018-01-28 17:59:49  Running...
2018-01-28 17:59:51  Running...
2018-01-28 17:59:52  Running...
2018-01-28 17:59:53  Running...
2018-01-28 17:59:54  Running...
2018-01-28 17:59:55  Running...
2018-01-28 17:59:56  Running...
2018-01-28 17:59:57  Running...
2018-01-28 17:59:58  Running...
2018-01-28 17:59:59  Running...
2018-01-28 18:00:01 start test_daemon one -> from test Running...
2018-01-28 18:00:02 stop test_daemon one -> from test Running...
2018-01-28 18:00:03 start test_daemon one -> from test Running...
2018-01-28 18:00:04 stop test_daemon one -> from test Running...
2018-01-28 18:00:05 start test_daemon one -> from test Running...
2018-01-28 18:00:06 stop test_daemon one -> from test Running...
2018-01-28 18:00:07 start test_daemon one -> from test Running...
2018-01-28 18:00:08 stop test_daemon one -> from test Running...
2018-01-28 18:00:10 start test_daemon one -> from test Running...
2018-01-28 18:00:11 start test_daemon one -> from test Running...
2018-01-28 18:00:12 start test_daemon one -> from test Running...
2018-01-28 18:00:13 start test_daemon one -> from test Running...
2018-01-28 18:00:14 start test_daemon one -> from test Running...
2018-01-28 18:00:15 start test_daemon one -> from test Running...
2018-01-28 18:00:16 start test_daemon one -> from test Running...
2018-01-28 18:00:17 start test_daemon one -> from test Running...
2018-01-28 18:00:19 start test_daemon one -> from test Running...
2018-01-28 18:00:20 start test_daemon one -> from test Running...
2018-01-28 18:00:21 start test_daemon one -> from test Running...
2018-01-28 18:00:22 start test_daemon one -> from test Running...
2018-01-28 18:00:23 start test_daemon one -> from test Running...
2018-01-28 18:00:24 start test_daemon one -> from test Running...
2018-01-28 18:00:25 start test_daemon one -> from test Running...
2018-01-28 18:00:26 start test_daemon one -> from test Running...
2018-01-28 18:00:27 start test_daemon one -> from test Running...
2018-01-28 18:00:29 start test_daemon one -> from test Running...
2018-01-28 18:00:30 start test_daemon one -> from test Running...
2018-01-28 18:00:31 start test_daemon one -> from test Running...
2018-01-28 18:00:32 start test_daemon one -> from test Running...
2018-01-28 18:00:33 start test_daemon one -> from test Running...
2018-01-28 18:00:34 start test_daemon one -> from test Running...
2018-01-28 18:00:35 start test_daemon one -> from test Running...
2018-01-28 18:00:36 start test_daemon one -> from test Running...
2018-01-28 18:00:37 start test_daemon one -> from test Running...
2018-01-28 18:00:39 start test_daemon one -> from test Running...
2018-01-28 18:00:40 start test_daemon one -> from test Running...
2018-01-28 18:00:41 start test_daemon one -> from test Running...
2018-01-28 18:00:42 start test_daemon one -> from test Running...
2018-01-28 18:00:43 start test_daemon one -> from test Running...
2018-01-28 18:00:44 start test_daemon one -> from test Running...
2018-01-28 18:00:45 start test_daemon one -> from test Running...
2018-01-28 18:00:46 start test_daemon one -> from test Running...
2018-01-28 18:00:47 start test_daemon one -> from test Running...
2018-01-28 18:00:49 start test_daemon one -> from test Running...
2018-01-28 18:00:50 start test_daemon one -> from test Running...
2018-01-28 18:00:51 Shutdown BiotoPi Daemon
2018-01-28 18:00:51 Starting BiotoPi Daemon
2018-01-28 18:00:53 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:54 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:55 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:56 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:57 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:58 stop temp1_daemon_test ->  Running...
2018-01-28 18:00:59 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:00 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:01 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:02 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:03 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:05 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:06 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:07 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:08 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:09 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:10 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:11 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:12 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:13 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:14 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:15 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:16 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:17 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:18 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:19 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:20 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:21 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:23 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:24 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:25 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:26 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:27 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:28 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:29 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:30 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:31 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:32 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:33 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:34 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:35 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:36 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:37 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:38 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:39 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:41 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:42 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:43 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:44 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:45 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:46 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:47 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:48 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:49 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:50 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:51 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:52 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:53 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:54 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:55 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:56 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:57 stop temp1_daemon_test ->  Running...
2018-01-28 18:01:59 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:00 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:01 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:02 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:03 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:04 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:05 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:06 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:07 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:08 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:09 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:10 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:11 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:12 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:13 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:14 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:16 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:17 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:18 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:19 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:20 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:21 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:22 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:23 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:24 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:25 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:26 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:27 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:28 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:29 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:30 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:31 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:32 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:34 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:35 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:36 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:37 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:38 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:39 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:40 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:41 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:42 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:43 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:44 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:45 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:46 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:47 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:48 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:49 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:50 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:52 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:53 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:54 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:55 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:56 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:57 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:58 stop temp1_daemon_test ->  Running...
2018-01-28 18:02:59 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:00 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:01 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:02 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:03 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:04 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:05 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:06 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:07 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:08 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:10 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:11 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:12 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:13 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:14 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:15 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:16 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:17 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:18 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:19 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:20 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:21 stop temp1_daemon_test ->  Running...
2018-01-28 18:03:21 Shutdown BiotoPi Daemon
2018-01-28 18:03:21 Starting BiotoPi Daemon
2018-01-28 18:03:24  Running...
2018-01-28 18:03:25  Running...
2018-01-28 18:03:26  Running...
2018-01-28 18:03:27  Running...
2018-01-28 18:03:28  Running...
2018-01-28 18:03:29  Running...
2018-01-28 18:03:30  Running...
2018-01-28 18:03:31  Running...
2018-01-28 18:03:32  Running...
2018-01-28 18:03:33  Running...
2018-01-28 18:03:34  Running...
2018-01-28 18:03:35  Running...
2018-01-28 18:03:36  Running...
2018-01-28 18:03:37  Running...
2018-01-28 18:03:39  Running...
2018-01-28 18:03:40  Running...
2018-01-28 18:03:41  Running...
2018-01-28 18:03:42  Running...
2018-01-28 18:03:43  Running...
2018-01-28 18:03:44  Running...
2018-01-28 18:03:45  Running...
2018-01-28 18:03:46  Running...
2018-01-28 18:03:47  Running...
2018-01-28 18:03:48  Running...
2018-01-28 18:03:49  Running...
2018-01-28 18:03:50  Running...
2018-01-28 18:03:51  Running...
2018-01-28 18:03:52  Running...
2018-01-28 18:03:53  Running...
2018-01-28 18:03:54  Running...
2018-01-28 18:03:55  Running...
2018-01-28 18:03:57  Running...
2018-01-28 18:03:58  Running...
2018-01-28 18:03:59  Running...
2018-01-28 18:04:00  Running...
2018-01-28 18:04:01  Running...
2018-01-28 18:04:02  Running...
2018-01-28 18:04:03  Running...
2018-01-28 18:04:04  Running...
2018-01-28 18:04:05  Running...
2018-01-28 18:04:06  Running...
2018-01-28 18:04:07 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:08 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:09 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:10 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:11 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:13 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:14 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:15 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:16 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:17 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:18 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:19 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:20 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:21 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:22 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:23 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:24 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:25 start temp1_daemon_test -> from test Running...
2018-01-28 18:04:26 Shutdown BiotoPi Daemon
2018-01-28 18:04:26 Starting BiotoPi Daemon
2018-01-28 18:04:28  Running...
2018-01-28 18:04:29  Running...
2018-01-28 18:04:30  Running...
2018-01-28 18:04:31  Running...
2018-01-28 18:04:32  Running...
2018-01-28 18:04:34  Running...
2018-01-28 18:04:35  Running...
2018-01-28 18:04:36  Running...
2018-01-28 18:04:37  Running...
2018-01-28 18:04:38  Running...
2018-01-28 18:04:39  Running...
2018-01-28 18:04:40  Running...
2018-01-28 18:04:41  Running...
2018-01-28 18:04:42  Running...
2018-01-28 18:04:43  Running...
2018-01-28 18:04:44  Running...
2018-01-28 18:04:45  Running...
2018-01-28 18:04:46  Running...
2018-01-28 18:04:47  Running...
2018-01-28 18:04:48  Running...
2018-01-28 18:04:49  Running...
2018-01-28 18:04:50  Running...
2018-01-28 18:04:52  Running...
2018-01-28 18:04:53  Running...
2018-01-28 18:04:54  Running...
2018-01-28 18:04:55  Running...
2018-01-28 18:04:56  Running...
2018-01-28 18:04:57  Running...
2018-01-28 18:04:58  Running...
2018-01-28 18:04:59  Running...
2018-01-28 18:05:00  Running...
2018-01-28 18:05:01  Running...
2018-01-28 18:05:02  Running...
2018-01-28 18:05:03  Running...
2018-01-28 18:05:04  Running...
2018-01-28 18:05:05  Running...
2018-01-28 18:05:06  Running...
2018-01-28 18:05:07  Running...
2018-01-28 18:05:09  Running...
2018-01-28 18:05:10  Running...
2018-01-28 18:05:11  Running...
2018-01-28 18:05:12  Running...
2018-01-28 18:05:13  Running...
2018-01-28 18:05:14  Running...
2018-01-28 18:05:15  Running...
2018-01-28 18:05:16  Running...
2018-01-28 18:05:17  Running...
2018-01-28 18:05:18  Running...
2018-01-28 18:05:19  Running...
2018-01-28 18:05:20  Running...
2018-01-28 18:05:21 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:22 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:23 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:24 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:25 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:27 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:28 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:29 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:30 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:31 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:32 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:33 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:34 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:35 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:36 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:37 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:38 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:39 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:40 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:41 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:42 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:43 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:45 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:46 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:47 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:48 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:49 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:50 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:51 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:52 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:53 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:54 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:55 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:56 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:57 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:58 stop temp1_daemon_test ->  Running...
2018-01-28 18:05:59 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:00 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:01 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:03 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:04 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:05 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:06 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:07 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:08 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:09 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:10 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:11 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:12 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:13 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:14 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:15 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:16 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:17 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:18 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:19 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:21 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:22 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:23 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:24 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:25 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:26 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:27 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:28 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:29 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:30 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:31 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:32 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:33 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:34 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:35 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:36 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:38 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:39 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:40 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:41 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:42 stop temp1_daemon_test ->  Running...
2018-01-28 18:06:43 Shutdown BiotoPi Daemon
2018-01-28 18:06:43 Starting BiotoPi Daemon
2018-01-28 18:06:45  Running...
2018-01-28 18:06:46  Running...
2018-01-28 18:06:47  Running...
2018-01-28 18:06:48  Running...
2018-01-28 18:06:49  Running...
2018-01-28 18:06:50  Running...
2018-01-28 18:06:51  Running...
2018-01-28 18:06:52  Running...
2018-01-28 18:06:53  Running...
2018-01-28 18:06:55  Running...
2018-01-28 18:06:56  Running...
2018-01-28 18:06:57  Running...
2018-01-28 18:06:58  Running...
2018-01-28 18:06:59  Running...
2018-01-28 18:07:00  Running...
2018-01-28 18:07:01  Running...
2018-01-28 18:07:02  Running...
2018-01-28 18:07:03  Running...
2018-01-28 18:07:04  Running...
2018-01-28 18:07:05  Running...
2018-01-28 18:07:06  Running...
2018-01-28 18:07:07  Running...
2018-01-28 18:07:09  Running...
2018-01-28 18:07:10  Running...
2018-01-28 18:07:11  Running...
2018-01-28 18:07:12  Running...
2018-01-28 18:07:13  Running...
2018-01-28 18:07:14  Running...
2018-01-28 18:07:15  Running...
2018-01-28 18:07:16  Running...
2018-01-28 18:07:17  Running...
2018-01-28 18:07:18  Running...
2018-01-28 18:07:19  Running...
2018-01-28 18:07:20  Running...
2018-01-28 18:07:21  Running...
2018-01-28 18:07:23  Running...
2018-01-28 18:07:24  Running...
2018-01-28 18:07:25  Running...
2018-01-28 18:07:26  Running...
2018-01-28 18:07:27  Running...
2018-01-28 18:07:28  Running...
2018-01-28 18:07:29  Running...
2018-01-28 18:07:30  Running...
2018-01-28 18:07:31  Running...
2018-01-28 18:07:32  Running...
2018-01-28 18:07:33  Running...
2018-01-28 18:07:34  Running...
2018-01-28 18:07:35  Running...
2018-01-28 18:07:37  Running...
2018-01-28 18:07:38  Running...
2018-01-28 18:07:39  Running...
2018-01-28 18:07:40  Running...
2018-01-28 18:07:41  Running...
2018-01-28 18:07:42  Running...
2018-01-28 18:07:43  Running...
2018-01-28 18:07:44  Running...
2018-01-28 18:07:45  Running...
2018-01-28 18:07:46  Running...
2018-01-28 18:07:47  Running...
2018-01-28 18:07:48  Running...
2018-01-28 18:07:49  Running...
2018-01-28 18:07:51  Running...
2018-01-28 18:07:52  Running...
2018-01-28 18:07:53  Running...
2018-01-28 18:07:54  Running...
2018-01-28 18:07:55  Running...
2018-01-28 18:07:56  Running...
2018-01-28 18:07:57  Running...
2018-01-28 18:07:58  Running...
2018-01-28 18:07:59  Running...
2018-01-28 18:08:00  Running...
2018-01-28 18:08:01  Running...
2018-01-28 18:08:02  Running...
2018-01-28 18:08:03  Running...
2018-01-28 18:08:04  Running...
2018-01-28 18:08:06  Running...
2018-01-28 18:08:07  Running...
2018-01-28 18:08:08  Running...
2018-01-28 18:08:09  Running...
2018-01-28 18:08:10  Running...
2018-01-28 18:08:11  Running...
2018-01-28 18:08:12  Running...
2018-01-28 18:08:13  Running...
2018-01-28 18:08:14  Running...
2018-01-28 18:08:15  Running...
2018-01-28 18:08:16  Running...
2018-01-28 18:08:17  Running...
2018-01-28 18:08:18  Running...
2018-01-28 18:08:19  Running...
2018-01-28 18:08:20  Running...
2018-01-28 18:08:21  Running...
2018-01-28 18:08:22  Running...
2018-01-28 18:08:24  Running...
2018-01-28 18:08:25  Running...
2018-01-28 18:08:26  Running...
2018-01-28 18:08:27  Running...
2018-01-28 18:08:28  Running...
2018-01-28 18:08:29  Running...
2018-01-28 18:08:30  Running...
2018-01-28 18:08:31  Running...
2018-01-28 18:08:32  Running...
2018-01-28 18:08:33  Running...
2018-01-28 18:08:34  Running...
2018-01-28 18:08:35  Running...
2018-01-28 18:08:36  Running...
2018-01-28 18:08:37  Running...
2018-01-28 18:08:38  Running...
2018-01-28 18:08:39  Running...
2018-01-28 18:08:40  Running...
2018-01-28 18:08:42  Running...
2018-01-28 18:08:43  Running...
2018-01-28 18:08:44  Running...
2018-01-28 18:08:45  Running...
2018-01-28 18:08:46  Running...
2018-01-28 18:08:47  Running...
2018-01-28 18:08:48  Running...
2018-01-28 18:08:49  Running...
2018-01-28 18:08:50  Running...
2018-01-28 18:08:51  Running...
2018-01-28 18:08:52  Running...
2018-01-28 18:08:53  Running...
2018-01-28 18:08:54  Running...
2018-01-28 18:08:55  Running...
2018-01-28 18:08:56  Running...
2018-01-28 18:08:57  Running...
2018-01-28 18:08:58  Running...
2018-01-28 18:09:00  Running...
2018-01-28 18:09:01  Running...
